Released;Movie;Weekend;US Gross;Worldwide Gross;Budget;Type
04/01/2011;Hop;37543710;108085305;187726914;63000000;Adapted
05/29/1998;Hope Floats;14210464;60110313;81529000;30000000;Original
03/14/2008;Horton Hears a Who;45012998;154529439;297133947;85000000;Adapted
03/11/2005;Hostage;10214734;34636443;77636443;75000000;Adapted
01/06/2006;Hostel;19556099;47326473;80578934;4800000;Original
06/08/2007;Hostel: Part II;8203391;17544812;33606409;7500000;Original
04/20/2007;Hot Fuzz;5848464;23618786;79197493;16000000;Original
08/03/2007;Hot Rod;5310711;13938332;14334401;25000000;Original
03/26/2010;Hot Tub Time Machine;14020502;50269859;63209958;36000000;Original
12/22/2004;Hotel Rwanda;100091;23519128;33919128;17500000;Original
04/11/2003;House of 1,000 Corpses;3460666;12634962;16829545;7000000;Original
04/15/2005;House of D;36371;388532;466106;2000000;Original
12/03/2004;House of Flying Daggers;397472;11050094;92863945;12000000;Original
12/19/2003;House of Sand and Fog;45572;13005485;16157923;16500000;Adapted
05/06/2005;House of Wax;12077236;32064800;70064800;35000000;Remake
10/29/1999;House on Haunted Hill;15946032;40846082;65090541;19000000;Original
10/23/1991;House Party 2;6027105;19438638;NULL;5000000;Original
04/30/2010;Housefull;642156;1183658;18726300;10100000;Original
12/17/2010;How Do You Know?;7484696;30212620;48668307;120000000;Original
10/28/1941;How Green Was My Valley;NULL;NULL;NULL;1250000;Adapted
12/21/2001;How High;7102260;31155435;31260435;12000000;Original
08/14/1998;How Stella Got Her Groove Back;11318919;37672944;NULL;20000000;Adapted
11/17/2000;How the Grinch Stole Christmas;55820330;260044825;345141403;123000000;Adapted
08/06/1997;How To Be a Player;4206656;14010363;NULL;12000000;Original
07/18/2003;How to Deal;5809960;14108518;NULL;16000000;Adapted
02/07/2003;How to Lose a Guy in 10 Days;23774850;105807520;177079973;50000000;Adapted
10/03/2008;How to Lose Friends & Alienate People;1430294;2775593;12031443;28000000;Adapted
03/26/2010;How to Train Your Dragon;43732319;217581231;494870991;165000000;Adapted
08/01/1986;Howard the Duck;5070136;16295774;NULL;30000000;Comics
05/24/1991;Hudson Hawk;7082820;17218916;NULL;65000000;Original
11/23/2011;Hugo;11364505;73701137;148501137;155000000;Adapted
06/20/2003;Hulk;62128420;132177234;245229234;137000000;Comics
07/22/2005;Hustle & Flow;8017808;22202809;23563727;2800000;Original
05/10/2002;Hybrid;1094;162605;NULL;200000;Real Events
12/14/2007;I am Legend;77211321;256393010;585410052;150000000;Adapted
06/18/2010;I am Love;121504;5005465;NULL;10000000;Original
12/28/2001;I Am Sam;41779;40270895;NULL;22000000;Original
09/11/2009;I Can Do Bad All By Myself;23446785;51733921;NULL;19000000;Adapted
09/16/2011;I Don't Know How She Does It;4402201;9659074;NULL;24000000;Adapted
05/05/2000;I Dreamed of Africa;2411445;6543194;NULL;34000000;Adapted
05/27/1998;I Got the Hook-Up!;3310349;10317779;NULL;3500000;Original
10/01/2004;I Heart Huckabees;292177;12784713;20034713;22000000;Original
09/25/2009;I Hope They Serve Beer in Hell;366909;1429299;1429453;7000000;Adapted
10/17/1997;I Know What You Did Last Summer;15818645;72250091;125250091;17000000;Adapted
07/10/2009;I Love You, Beth Cooper;4919433;14800725;16382538;18000000;Adapted
03/20/2009;I Love You, Man;17810270;71440011;91729503;40000000;Original
12/03/2010;I Love You, Phillip Morris;112712;2037459;15144685;13000000;Real Events
11/04/2005;I Love Your Work;2580;3264;NULL;1600000;Original
07/20/2007;I Now Pronounce You Chuck and Larry;34233750;119725280;185708462;85000000;Original
10/08/2010;I Spit on Your Grave;32440;93051;NULL;1750000;Remake
11/01/2002;I Spy;12752803;33561137;60279822;70000000;TV
11/13/1998;I Still Know What You Did Last Summer;16520038;40020622;NULL;24000000;Adapted
03/16/2007;I Think I Love My Wife;5674802;12559771;13205411;14000000;Remake
10/15/2010;I Want Your Money;249428;433588;NULL;400000;Real Events
07/16/2004;I, Robot;52179887;144801023;348601023;105000000;Adapted
11/21/2007;I'm Not There;730819;4017609;11498547;20000000;Real Events
03/15/2002;Ice Age;46312454;176387405;383257136;65000000;Original
07/01/2009;Ice Age: Dawn of the Dinosaurs;41690382;196573705;886968695;90000000;Original
03/31/2006;Ice Age: The Meltdown;68033544;195330621;651899282;75000000;Original
03/18/2005;Ice Princess;6807471;24381334;25732334;25000000;Original
04/25/2003;Identity;16225263;52131264;90231264;28000000;Original
04/30/1999;Idle Hands;1807181;4023741;NULL;15000000;Original
08/25/2006;Idlewild;5745780;12669914;NULL;15000000;Original
09/13/2002;Igby Goes Down;306705;4777465;NULL;9000000;Original
09/19/2008;Igor;7803347;19528602;26608764;30000000;Original
12/29/1967;Il buono, il brutto, il cattivo;NULL;6100000;NULL;1200000;Original
08/06/1999;Illuminata;53264;836641;NULL;10000000;Adapted
12/17/2004;Imaginary Heroes;4696;228524;290875;10000000;Original
01/27/2006;Imagine Me & You;51907;672243;972243;7900000;Original
06/12/2009;Imagine That;5503519;16123323;NULL;55000000;Original
11/11/2011;Immortals;32206425;83504017;209788735;75000000;Adapted
01/04/2002;Impostor;3022523;6114237;NULL;40000000;Adapted
09/19/1997;In & Out;15019821;63826569;83226569;35000000;Original
02/08/2008;In Bruges;457227;7800825;30782621;15000000;Original
01/01/1967;In Cold Blood;NULL;13000000;NULL;3500000;Adapted
01/15/1999;In Dreams;4593872;12017369;NULL;30000000;Adapted
12/29/2004;In Good Company;151750;45489752;63489752;26000000;Original
04/21/2006;In Her Line of Fire;232;884;NULL;1000000;Original
11/23/2001;In the Bedroom;93972;35930604;43430604;1700000;Adapted
08/01/1997;In the Company of Men;100006;2883661;NULL;25000;Adapted
10/22/2003;In the Cut;97625;4717455;23693646;12000000;Adapted
04/20/2007;In the Land of Women;4712341;11052958;14140402;10500000;Original
09/07/2007;In the Shadow of the Moon;38281;1134358;NULL;2000000;Real Events
09/14/2007;In the Valley of Elah;133557;6777741;24489150;23000000;Real Events
10/28/2011;In Time;12050368;37553932;161153932;35000000;Original
08/25/1999;In Too Deep;4220297;14026509;NULL;7000000;Original
07/16/2010;Inception;62785337;292576195;832584416;160000000;Original
09/17/1982;Inchon;2326112;4408636;NULL;46000000;Original
07/03/1996;Independence Day;50228264;306169255;817400878;75000000;Original
05/22/2008;Indiana Jones and the Kingdom of the Crystal Skull;100137835;317023851;786558145;185000000;Original
05/24/1989;Indiana Jones and the Last Crusade;37031573;197171806;474171806;48000000;Original
05/23/1984;Indiana Jones and the Temple of Doom;25337110;179880271;333080271;28000000;Original
02/16/2007;Indigenes;5470;320700;22920700;18900000;Original
10/13/2006;Infamous;452966;1151330;2613717;13000000;Adapted
08/21/2009;Inglourious Basterds;38054676;120831050;320389438;70000000;Original
01/23/2009;Inkheart;7601379;17303424;58051454;60000000;Adapted
02/11/2005;Inside Deep Throat;88709;691880;NULL;2000000;Real Events
10/08/2010;Inside Job;39649;4311834;8043783;2000000;Real Events
03/24/2006;Inside Man;28954945;88634237;184634237;50000000;Original
04/01/2011;Insidious;13271464;54009150;97009150;1500000;Original
05/24/2002;Insomnia;20930169;67263182;113622499;46000000;Remake
07/23/1999;Inspector Gadget;21889138;97387965;NULL;75000000;TV
06/04/1999;Instinct;10390387;34105207;NULL;55000000;Original
11/15/2002;Interview with the Assassin;NULL;47329;NULL;750000;Original
11/11/1994;Interview with the Vampire: The Vampire Chronicles;36389705;105264608;223564608;50000000;Adapted
09/30/2005;Into the Blue;7057854;18782227;41982227;50000000;Original
09/21/2007;Into the Wild;212440;18354356;56395211;20000000;Adapted
10/10/2003;Intolerable Cruelty;12525075;35327628;121327628;60000000;Original
06/06/1986;Invaders from Mars;2046576;4884663;4984663;12000000;Remake
12/11/2009;Invictus;8611147;37491364;124491364;49000000;Adapted
09/14/2007;Ira & Abby;36938;221096;NULL;3500000;Original
09/08/2006;Iraq for Sale: The War Profiteers;NULL;NULL;NULL;775000;Real Events
12/14/2001;Iris;23144;5580479;15035827;5500000;Adapted
05/02/2008;Iron Man;102118668;318604126;582443126;186000000;Comics
05/07/2010;Iron Man 2;128122480;312433331;623561331;170000000;Comics
05/15/1987;Ishtar;4331817;14375181;NULL;40000000;Original
01/28/2000;Isn't She Great;1368705;2954405;NULL;36000000;Adapted
04/15/2005;It's All Gone Pete Tong;19717;120620;1620620;2000000;Real Events
12/25/2009;It's Complicated;22100820;112735375;224614744;85000000;Original
10/08/2010;It's Kind of a Funny Story;2013406;6363628;6628326;8000000;Adapted
08/09/1996;Jack;11191496;58617334;NULL;45000000;Original
12/11/1998;Jack Frost;7104125;34645374;NULL;50000000;Original
10/15/2010;Jackass 3D;50353641;117229692;171685793;20000000;TV
09/22/2006;Jackass Number Two;29002002;72778712;85278712;11000000;TV
10/25/2002;Jackass: The Movie;22763437;64282312;79282312;5000000;TV
12/25/1997;Jackie Brown;9292248;39673162;72673162;12000000;Adapted
10/13/1995;Jade;4284246;9812870;NULL;50000000;Original
09/24/1999;Jakob the Liar;2056647;4956401;NULL;15000000;Adapted
07/24/1998;Jane Austen's Mafia;6577961;19843795;30143795;10000000;Original
10/16/2009;Janky Promoters;5702;9069;NULL;10000000;Original
11/04/2005;Jarhead;27726210;62647540;96947540;72000000;Adapted
02/19/1999;Jawbreaker;1603425;3076820;NULL;3000000;Original
06/20/1975;Jaws;7790627;260000000;470700000;12000000;Adapted
06/16/1978;Jaws 2;9866023;102922376;208900376;20000000;Adapted
07/17/1987;Jaws 4: The Revenge;7154890;15728335;NULL;23000000;Adapted
08/24/2001;Jay and Silent Bob Strike Back;11018543;30059386;33762400;22000000;SpinNULLOff
08/31/2001;Jeepers Creepers;13106108;37904175;59204175;10000000;Original
08/29/2003;Jeepers Creepers II;15269324;35623801;NULL;25000000;Original
03/31/1995;Jefferson in Paris;61349;2461628;NULL;14000000;Real Events
08/27/1982;Jekyll and Hyde... Together Again;115797;3707583;NULL;5000000;Adapted
09/18/2009;Jennifer's Body;6868397;16204793;32832166;16000000;Original
12/13/1996;Jerry Maguire;17084296;153952592;274000000;50000000;Original
03/26/2004;Jersey Girl;8319171;25266129;37066129;35000000;Original
08/29/2008;Jerusalema;NULL;7294;NULL;2000000;Original
06/16/2000;Jesus' Son;37089;1282084;1687548;2500000;Adapted
12/20/1991;JFK;5223658;70405498;205400000;40000000;Adapted
09/15/2006;Jimmy and Judy;NULL;NULL;NULL;1000000;Original
12/21/2001;Jimmy Neutron: Boy Genius;13832786;80936232;102992536;25000000;TV
04/27/2007;Jindabyne;28298;399879;2862544;10800000;Adapted
11/22/1996;Jingle All the Way;12112267;60592389;129832389;60000000;Original
04/11/2001;Joe Dirt;8016008;27087695;30987695;16000000;Original
12/21/2001;Joe Somebody;3553725;22770864;24515990;38000000;Original
04/23/2010;Joheunnom nabbeunnom isanghannom;4775;128486;42226657;10000000;Original
03/09/2012;John Carter;30180188;66439100;254439100;300000000;Adapted
02/15/2002;John Q;20275194;71026631;102226631;36000000;Original
07/18/2003;Johnny English;9134085;28013509;160323929;45000000;Original
10/21/2011;Johnny English Reborn;3833300;8305970;164539660;45000000;Original
01/01/1991;Johnny Suede;NULL;55000;NULL;500000;Original
04/07/2004;Johnson Family Vacation;9375307;31203964;31462753;12000000;Original
06/18/2010;Jonah Hex;5379365;10547117;11022696;47000000;Comics
10/04/2002;Jonah: A VeggieTales Movie;6201345;25571351;25606175;14000000;Cartoon
04/11/2001;Josie and the Pussycats;4562455;14252830;NULL;22000000;TV
03/23/2007;Journey from the Fall;87442;635305;NULL;1300000;Original
09/26/2008;Journey to Saturn;NULL;NULL;2783634;2700000;Original
07/11/2008;Journey to the Center of the Earth;21018141;101704370;240904370;45000000;Adapted
10/05/2001;Joy Ride;7347259;21973182;NULL;23000000;Original
03/03/2006;Joyeux Noël;42732;1054361;NULL;22000000;Real Events
01/13/2012;Joyful Noise;11225190;30932113;NULL;27500000;Original
06/30/1995;Judge Dredd;12291536;34687912;113487912;85000000;Comics
08/07/2009;Julie & Julia;20027956;94125426;126646119;40000000;Adapted
12/15/1995;Jumanji;11084370;100458310;262758310;65000000;Adapted
02/14/2008;Jumper;27354808;81168265;223113205;82500000;Adapted
05/06/2011;Jumping the Broom;15215487;37295394;38158601;7000000;Original
08/03/2005;Junebug;74739;2678010;NULL;1000000;Original
12/05/2007;Juno;413869;143495265;231450102;7000000;Original
06/11/1993;Jurassic Park;50159460;357067947;923863984;63000000;Adapted
07/18/2001;Jurassic Park III;50771645;181166115;365900000;93000000;Adapted
09/16/2005;Just Like Heaven;16408718;48318130;100687083;58000000;Adapted
01/10/2003;Just Married;17548993;56127162;NULL;19000000;Original
05/12/2006;Just My Luck;5692285;17326650;38159905;28000000;Original
04/06/2001;Just Visiting;2272489;4777007;16172200;40000000;Remake
02/09/2011;Justin Bieber: Never Say Never;29514054;73013910;99034125;13000000;Real Events
06/21/2002;Juwanna Mann;5474270;13571817;13771817;15600000;Original
07/19/2002;K-19: The Widowmaker;12778459;35168966;65716126;90000000;Adapted
10/26/2001;K-PAX;17215275;50315140;NULL;48000000;Adapted
08/11/2006;Kabhi Alvida Naa Kehna;1351786;3275443;32575443;10750000;Original
02/28/1997;Kama Sutra;83499;4109095;NULL;3000000;Original
01/17/2003;Kangaroo Jack;16580209;66723216;90723216;60000000;Original
08/16/1996;Kansas City;432183;1353824;2500000;19000000;Original
03/27/1998;Karakter;37268;713413;NULL;4500000;Adapted
12/25/2001;Kate & Leopold;9725408;47095453;70937778;48000000;Original
04/14/2000;Keeping the Faith;8078671;37036404;45336404;29000000;Original
05/12/2006;Keeping Up with the Steins;653723;4339241;4414154;5000000;Original
09/09/2011;Kevin Hart: Laugh at My Pain;1908420;7706436;7712436;750000;Original
04/16/2010;Kick-Ass;19828687;48071303;101577303;28000000;Comics
09/08/1989;Kickboxer;4134098;14533681;NULL;1500000;Original
05/13/2005;Kicking and Screaming;20159925;52842724;55842724;45000000;Original
07/21/1995;Kids;85709;7412216;20412216;1500000;Original
10/10/2003;Kill Bill: Vol. 1;22089322;70098138;180098138;55000000;Original
04/16/2004;Kill Bill: Volume 2;25104949;66207920;150907920;55000000;Original
02/03/2012;Kill List;9838;29063;169063;800000;Original
09/23/2011;Killer Elite;9352008;25124986;36488231;70000000;Adapted
06/04/2010;Killers;15837266;47059963;95572749;75000000;Original
12/21/1990;Kindergarten Cop;11260685;91457688;202000000;26000000;Original
07/07/2004;King Arthur;15193907;51877963;203877963;90000000;Adapted
12/14/2005;King Kong;50130145;218080025;550517357;207000000;Remake
04/22/2005;King's Ransom;2137685;4008527;4049527;25000000;Original
04/11/2001;Kingdom Come;7562284;23247539;23393939;7000000;Adapted
05/06/2005;Kingdom of Heaven;19635996;47398413;211398413;110000000;Original
07/26/1996;Kingpin;5582079;25023424;32223424;25000000;Original
11/12/2004;Kinsey;169038;10214647;13000959;11000000;Real Events
10/21/2005;Kiss Kiss, Bang Bang;180660;4235837;13105837;15000000;Adapted
04/21/1995;Kiss of Death;5317066;14942422;17000000;40000000;Remake
07/06/2001;Kiss of the Dragon;13304027;36833473;NULL;25000000;Original
10/03/1997;Kiss the Girls;13215167;60527873;NULL;27000000;Adapted
03/13/2002;Kissing Jessica Stein;346999;7025722;8831884;1500000;Adapted
06/20/2008;Kit Kittredge: An American Girl;220297;17657973;NULL;10000000;Cartoon
06/23/2010;Knight and Day;20139985;76423035;262142047;117000000;Original
09/04/1998;Knock Off;5516231;10319915;NULL;35000000;Original
10/11/2002;Knockaround Guys;5016852;11660180;12419700;15000000;Original
06/01/2007;Knocked Up;30690990;148761765;219154490;27500000;Original
03/20/2009;Knowing;24604751;79957634;187858642;50000000;Adapted
01/01/2014;Konferenz der Tiere;NULL;NULL;53311125;30000000;Original
06/23/2006;Krrish;643000;1430721;32430721;10000000;Original
10/25/1985;Krush Groove;2905293;11052713;NULL;3000000;Original
12/25/1997;Kundun;72095;5686694;NULL;28000000;Original
04/08/2005;Kung Fu Hustle;269225;17104669;101004669;20000000;Original
05/26/2011;Kung Fu Panda 2;47656302;165249063;665613515;150000000;Original
01/25/2002;Kung Pow: Enter the Fist;7017474;16033556;17033556;10000000;Original
11/24/2006;Kurtlar vadisi - Irak;NULL;NULL;24906717;8300000;Original
09/19/1997;L.A. Confidential;5211198;64604977;110604977;35000000;Adapted
09/07/2001;L.I.E.;82530;1140965;NULL;700000;Original
05/16/2003;L'auberge espagnole;59309;3895664;NULL;5900000;Original
12/25/2010;L'illusionniste;38594;2231474;2946996;17000000;Original
08/14/1998;La femme de chambre du Titanic;NULL;244465;NULL;10000000;Adapted
02/12/1982;La Guerre du feu;NULL;20959585;NULL;12500000;Adapted
11/19/2004;La mala educación;147370;5211842;40311842;5000000;Original
06/24/2005;La marche de l'empereur;137492;77437223;129437223;3400000;Real Events
06/25/1968;La mariee etait en noir;NULL;28467;NULL;747000;Adapted
06/08/2007;La Môme;179848;10299782;83499782;15500000;Real Events
04/19/2000;La otra conquista;305308;886410;NULL;3500000;Original
10/01/2004;Ladder 49;22088204;74541707;102332848;60000000;Original
07/21/2006;Lady in the Water;18044396;42285169;72785169;75000000;Original
04/22/1988;Lady in White;NULL;1705139;NULL;4700000;Original
04/12/1985;Ladyhawke;3450536;18400000;NULL;20000000;Original
09/01/2006;Lage Raho Munnabhai;NULL;2217561;31517561;2700000;Original
10/03/2007;Lake of Fire;2559;25317;NULL;6000000;Real Events
07/16/1999;Lake Placid;10974145;31770413;NULL;27000000;Original
